action_id,action_name,past_engagement_score,product_affinity_score,urgency_score,friction_score,segment_performance,trend_match,cost_score,seasonal_fit,score,reason_code,rank,confidence,what_would_make_wrong
A027,Action_27,0.19967378215835974,0.8180147659224931,0.9730105547524456,0.5543540525114007,0.441530501373377,0.4148195023376652,0.4625347161331479,0.1397723766262895,0.5098896694311008,R03,45,Medium,Check user context / product availability
A082,Action_82,0.6232981268275579,0.11347352124058907,0.3379951568515358,0.6967371653641506,0.6957486889846172,0.980032575285477,0.25790282704493983,0.5427244433475962,0.5096944970820084,R01,46,Medium,Check user context / product availability
A099,Action_99,0.02541912674409519,0.8870864242651173,0.6228904758190003,0.7508710677914974,0.9743948076661665,0.19228901880867078,0.1543627152742023,0.6966508238768923,0.5084372037031796,R02,47,Medium,Check user context / product availability
A016,Action_16,0.18340450985343382,0.8714605901877177,0.23724908749680007,0.695974206093698,0.44844552197831977,0.026366974497252005,0.9208724005318132,0.9295291442478258,0.5051061783582553,R02,48,Medium,Check user context / product availability
A063,Action_63,0.8287375091519293,0.6335297107608947,0.14008401523652403,0.45825289049151663,0.7460448792654233,0.13637147558676976,0.6057748193568872,0.24848913981446574,0.501282881181505,R01,49,Medium,Check user context / product availability
A035,Action_35,0.9656320330745594,0.9429097039125192,0.1952429877980445,0.04600264202175275,0.08410680611499743,0.7689874151805105,0.10717201133977605,0.3588304841235025,0.5003592462495504,R01,50,Medium,Check user context / product availability
A018,Action_18,0.5247564316322378,0.18657005888603584,0.7464914051180241,0.17329432007084578,0.32866454536991596,0.8105533307818329,0.2768776481472037,0.9650269106665126,0.5003521814306877,R03,51,Medium,Check user context / product availability
A034,Action_34,0.9488855372533332,0.33761517140362796,0.4925176938188639,0.11607264050691624,0.10112267612279024,0.5554317056026274,0.5321134852653157,0.5230654247691193,0.4970776304607174,R01,52,Low,Check user context / product availability
A009,Action_9,0.6011150117432088,0.22879816549162246,0.005061583846218687,0.7951861947687037,0.9053819764192637,0.949799913291924,0.5034172708548569,0.25464065476376385,0.4961445657591691,R01,53,Low,Check user context / product availability
A087,Action_87,0.7296061783380641,0.8172222002012158,0.46559801813246016,0.2820345725713065,0.04544638034145787,0.07586332810866392,0.5716126894698998,0.5833917947661205,0.49417914494340903,R01,54,Low,Check user context / product availability
A085,Action_85,0.3109823217156622,0.2579416277151556,0.578280140996174,0.7350710438038858,0.5843143119231002,0.6334008543167258,0.9293759891275858,0.18159771680142567,0.49400572124710423,R08,55,Low,Check user context / product availability
A047,Action_47,0.31171107608941095,0.6095643339798968,0.42818414831731433,0.6350936508676438,0.9860010638228709,0.11355759219962902,0.5935924535540487,0.3838912213732114,0.4892180857442043,R06,56,Low,Check user context / product availability
A014,Action_14,0.21233911067827616,0.808120379564417,0.22426930946055978,0.9626484146779251,0.5734378881232861,0.8660638895004084,0.08175903194887191,0.41184091414726853,0.48690128932917776,R02,57,Low,Check user context / product availability
A094,Action_94,0.5612771975694962,0.6331014572732679,0.3601906414112629,0.7764129607419968,0.1881211597237613,0.3456672833238632,0.24240973241508024,0.6114542354346478,0.47765579148051385,R01,58,Low,Check user context / product availability
A022,Action_22,0.13949386065204183,0.8960912999234932,0.5683086033354716,0.7145959227000623,0.7896181427945539,0.3808908566310215,0.2093493233367103,0.18123306616566015,0.47512748878205396,R02,59,Low,Check user context / product availability
A100,Action_100,0.10789142699330445,0.7798755458576239,0.085347464993768,0.7545428740846823,0.9862107444796029,0.04086861626647886,0.4811401018548175,0.9224993811772957,0.46988790881265746,R02,60,Low,Check user context / product availability
A025,Action_25,0.45606998421703593,0.22793516254194168,0.26520236768172545,0.9548652806631941,0.057558760016644284,0.8383287047111379,0.618254771530296,0.5744731131799119,0.46953268938707565,R04,61,Low,Check user context / product availability
A071,Action_71,0.7722447692966574,0.6775643618422824,0.8093611554785136,0.10077800137742665,0.012154474689816341,0.5139894891598108,0.17337359529475482,0.11063173695520723,0.4685805112051525,R01,62,Low,Check user context / product availability
A050,Action_50,0.18485445552552704,0.27864646423661144,0.8530094554673601,0.6258599157142364,0.08350071669866876,0.7723183917356393,0.4984421989290573,0.6242379959139921,0.4671552009598606,R03,63,Low,Check user context / product availability
A083,Action_83,0.3308980248526492,0.9246936182785628,0.375582952639944,0.628942846779884,0.45454106476777323,0.4926180939928696,0.17088758739006582,0.25179905890695276,0.4610999557920605,R02,64,Low,Check user context / product availability
A059,Action_59,0.045227288910538066,0.23763754399239967,0.570061170089365,0.9402302414249576,0.05630327568183735,0.755137255673619,0.6459172413316012,0.8938925830509576,0.45934832461066955,R04,65,Low,Check user context / product availability
A060,Action_60,0.32533033076326434,0.7282163486118596,0.09717649377076854,0.575474177875879,0.11881791626807192,0.6203095513534647,0.5707783046689119,0.7885972112245307,0.4562727086491329,R02,66,Low,Check user context / product availability
A058,Action_58,0.1959828624191452,0.7616196153287176,0.696029796674973,0.5857755812734633,0.46866064199412627,0.028782676313338973,0.3630822963986351,0.5334610919763215,0.45582021307997117,R02,67,Low,Check user context / product availability
A055,Action_55,0.5978999788110851,0.9856504541106007,0.1694927466860925,0.07056874740042984,0.11119748230615134,0.876653602658345,0.4316595462296794,0.13927207266338726,0.4557866210075203,R02,68,Low,Check user context / product availability
A037,Action_37,0.3046137691733707,0.5187906217433661,0.2807723624408558,0.8554605840110072,0.07276300636419353,0.8496473906774115,0.5326172664550232,0.3924451074226354,0.4511505369553345,R04,69,Low,Check user context / product availability
A005,Action_5,0.15601864044243652,0.907566473926093,0.6064290596595899,0.7260913337226615,0.32004960103061175,0.6847311725538793,0.12063587110060081,0.06337497047276774,0.4497913530143918,R02,70,Low,Check user context / product availability
A067,Action_67,0.14092422497476265,0.32078006497173583,0.697015740995268,0.9611905638239142,0.28571208628186073,0.3922440450997323,0.24595772838450813,0.7624586857406905,0.4456105268230737,R03,71,Low,Check user context / product availability
A084,Action_84,0.06355835028602363,0.877339353380981,0.093981939840869,0.877472013527053,0.6275580800840634,0.3287516102875082,0.668643219924431,0.34569599350391944,0.4432219557731797,R02,72,Low,Check user context / product availability
A064,Action_64,0.3567533266935893,0.5357746840747585,0.5183296523637367,0.5456167893159349,0.5833687650971596,0.014544665667881929,0.23722679173599448,0.743946292572677,0.44193664624345697,R02,73,Low,Check user context / product availability
A065,Action_65,0.28093450968738076,0.0902897700544083,0.8773730719279554,0.9414648087765252,0.9621725484745419,0.350587558806597,0.10178247262040374,0.03353243473577938,0.4402903105762155,R03,74,Low,Check user context / product availability
A098,Action_98,0.42754101835854963,0.8971102599525771,0.21582102749684318,0.42899402737501835,0.07773463696498484,0.17231987120162984,0.5812382214226123,0.5651331835892089,0.4349898908444684,R02,75,Low,Check user context / product availability
A078,Action_78,0.07404465173409036,0.3867353463005374,0.6499639307777652,0.023271935735825866,0.5538542844013208,0.9265876251614944,0.39785559904574164,0.7222525683930663,0.4326960231823084,R03,76,Low,Check user context / product availability
A024,Action_24,0.3663618432936917,0.11005192452767676,0.3677158030594335,0.27993389694594284,0.49442030470258147,0.8421189231357087,0.4845229851910213,0.741120649290059,0.4291492037233362,R07,77,Low,Check user context / product availability
A017,Action_17,0.3042422429595377,0.8036720768991145,0.3253996981592677,0.4089529444142699,0.29321077169806453,0.3764633668780496,0.06107795985486375,0.8306194077877291,0.4272416599139626,R02,78,Low,Check user context / product availability
A010,Action_10,0.7080725777960455,0.07697990982879299,0.16080805141749865,0.2708322512620742,0.09128667678613356,0.72571950838836,0.6903948286293653,0.6815027222239293,0.4232563084751391,R01,79,Low,Check user context / product availability
A080,Action_80,0.11586905952512971,0.13752094414599325,0.795792669436101,0.28185477477339993,0.5230978441701488,0.25824438829895835,0.8655071258939803,0.6411476328852973,0.42015603054451856,R03,80,Low,Check user context / product availability
A088,Action_88,0.6375574713552131,0.5552008115994623,0.5426446347075766,0.17743954377972282,0.2809631895922303,0.12887972191064923,0.2799790936602842,0.4008514167636399,0.4189996077877511,R01,81,Low,Check user context / product availability
A006,Action_6,0.15599452033620265,0.24929222914887494,0.009197051616629648,0.9758520794625346,0.8955232284962005,0.1626169393448913,0.46077876803272577,0.9899602323899452,0.418445420954696,R09,82,Low,Check user context / product availability
A038,Action_38,0.09767211400638387,0.7030189588951778,0.02431596643145384,0.7036578593800237,0.8218600592903562,0.24734810174319766,0.24247050363472966,0.8165994394715771,0.41182825795225997,R02,83,Low,Check user context / product availability
A095,Action_95,0.770967179954561,0.3390297910487007,0.12706051265188478,0.34080354025301784,0.46369840493998216,0.8967884099060118,0.11483682473920354,0.01811018382084051,0.4075307179119056,R01,84,Low,Check user context / product availability
A003,Action_3,0.7319939418114051,0.3143559810763267,0.16162871409461377,0.5406351216101065,0.5052523724478571,0.30952761628632774,0.17701048427674682,0.3366042781939206,0.4046994799194179,R01,85,Low,Check user context / product availability
A033,Action_33,0.06505159298527952,0.1198653673336828,0.5769038846263591,0.014393488629755868,0.6182180633162611,0.9966368370739054,0.5116774421156661,0.6651972206962001,0.39813801157424106,R07,86,Low,Check user context / product availability
A061,Action_61,0.388677289689482,0.3677831327192532,0.6150072266991697,0.3881699262065219,0.11752624677710488,0.7040797680992236,0.35609672589784624,0.15167487973275118,0.39690876652200463,R03,87,Low,Check user context / product availability
A043,Action_43,0.034388521115218396,0.49724850589238545,0.9148643902204485,0.17320186991001518,0.3742707957561203,0.22864280550346272,0.21144800699654465,0.7476093801762511,0.39221192447420816,R03,88,Low,Check user context / product availability
A040,Action_40,0.4401524937396013,0.9717820827209607,0.17711067940704894,0.09783416065100148,0.08134878064189976,0.12915941515149498,0.37728416310462265,0.3769444294249076,0.36662150796451437,R02,89,Low,Check user context / product availability
A057,Action_57,0.0884925020519195,0.6721355474058786,0.936154774160781,0.026511310541621813,0.011353644767419069,0.13401522845064073,0.28377590579872447,0.6200727559285135,0.3665149331940748,R03,90,Low,Check user context / product availability
A029,Action_29,0.5924145688620425,0.006952130531190703,0.8920465551771133,0.4196000624277899,0.3509150125520787,0.056375496650927115,0.0366832028905979,0.20162732004774453,0.35985282608556796,R03,91,Low,Check user context / product availability
A011,Action_11,0.020584494295802447,0.289751452913768,0.5487337893665861,0.4389714207056361,0.31931363759041487,0.6134151959357899,0.039312139841098936,0.7602278598896866,0.34701371059747627,R03,92,Low,Check user context / product availability
A030,Action_30,0.046450412719997725,0.5107473025775657,0.6311386259972629,0.24773098950115746,0.11706701642760586,0.8647223762550532,0.25243694434402075,0.1636559428657045,0.345134298769578,R03,93,Low,Check user context / product availability
A023,Action_23,0.29214464853521815,0.3180034749718639,0.09367476782809248,0.6601973767177313,0.09120610304869037,0.9699143978146032,0.370472102791382,0.0664962673667775,0.33600929090095555,R07,94,Low,Check user context / product availability
A001,Action_1,0.3745401188473625,0.03142918568673425,0.6420316461542878,0.0516817211686077,0.10312386883593261,0.6981617140197451,0.16893506307216455,0.5325894325515859,0.3313763285104294,R03,95,Low,Check user context / product availability
A007,Action_7,0.05808361216819946,0.41038292303562973,0.1014715428660321,0.5163003483011953,0.3892016787341631,0.9109271844938425,0.2063337184057925,0.32235384497472297,0.3229065698098608,R07,96,Low,Check user context / product availability
A045,Action_45,0.2587799816000169,0.2848404943774676,0.015456616528867428,0.39850473439737344,0.8127995672575026,0.6181282404578958,0.11976213181925122,0.2322126951468173,0.3149412998638377,R06,97,Low,Check user context / product availability
A073,Action_73,0.005522117123602399,0.512093058299281,0.8670723185801037,0.0944429607559284,0.04315991195057611,0.39654278232127016,0.08023374566164221,0.12748866233198242,0.28216603625876807,R03,98,Low,Check user context / product availability
A069,Action_69,0.07455064367977082,0.040775141554763916,0.35949115121975517,0.19579113478929644,0.22359583851945264,0.9041586944937484,0.18656702405130576,0.34208174871590746,0.2601695167091031,R07,99,Low,Check user context / product availability
A091,Action_91,0.1195942459383017,0.09310276780589921,0.03050024993904943,0.9905051420006733,0.45565675278571294,0.13882717264941014,0.3236792364042437,0.1533514031160802,0.24866127254501466,R04,100,Low,Check user context / product availability
