page_id,position,impressions,ctr,opportunity_score,category,priority
content_b425243229d49c1f,0.0,1,1.0,35.00182515057492,🔍 LOW VISIBILITY - Build Authority,🟡 P1 - High
content_c291aa8a30059097,0.0,1,1.0,35.00182515057492,🔍 LOW VISIBILITY - Build Authority,🟡 P1 - High
content_545bb6cc7081ded3,1.8969296797622979,15145,0.00462198745460548,33.99919752052815,👀 VISIBLE BUT UNDERPERFORMING - Improve Content,🟡 P1 - High
content_a9adb82795209531,5.423913043478261,460,0.05217391304347826,31.488604307010725,🔍 LOW VISIBILITY - Build Authority,🟡 P1 - High
content_3cb2c19c1002f689,5.423913043478261,460,0.05217391304347826,31.488604307010725,🔍 LOW VISIBILITY - Build Authority,🟡 P1 - High
content_36fab41f31ba7825,9.034542314335061,1737,0.02648244099021301,31.305882968368024,👀 VISIBLE BUT UNDERPERFORMING - Improve Content,🟡 P1 - High
content_943dc881428182b8,1.6996941460985846,14059,0.0012091898428053204,31.24016068555936,👀 VISIBLE BUT UNDERPERFORMING - Improve Content,🟡 P1 - High
content_cc26620b2cbb837f,5.31930831699804,14284,0.0020302436292355085,29.571689711639642,👀 VISIBLE BUT UNDERPERFORMING - Improve Content,🟢 P2 - Medium
content_3afcb52570804f12,1.0,1,1.0,28.588781672314056,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_9ef3d7516483e665,2.1693998309382927,11830,0.001521555367709214,28.52863269332339,👀 VISIBLE BUT UNDERPERFORMING - Improve Content,🟢 P2 - Medium
content_ea78e8d9e0e5f03e,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_5d4be294ea5b86ca,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_fe744b4d53f51ced,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_cbdb62a19445baca,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_1988ca79b09abaf0,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_f334a08d91904f62,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_20029b9ede042b33,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_73a65f0c968fb475,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_4659cb00d803136d,1.0,1,1.0,27.50182515057492,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_c60628276389acbb,85.7627345844504,14920,0.0,27.404131861736065,👀 VISIBLE BUT UNDERPERFORMING - Improve Content,🟢 P2 - Medium
content_b33f9b0456555dfd,0.0,2,0.5,26.090606822888972,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_e615b7af540cf7ef,2.0,1,1.0,26.088781672314056,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_a9322b74ca7cb1bb,90.63167938931298,14148,0.0,25.98592917811377,👀 VISIBLE BUT UNDERPERFORMING - Improve Content,🟢 P2 - Medium
content_9486e310ede1181b,0.0,2,0.5,25.003650301149843,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_11843b0bf9e8ac8d,0.0,2,0.5,25.003650301149843,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_bc6c904c6947a1ca,0.0,2,0.5,25.003650301149843,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_24a0bf7e5b5c2b0d,0.0,2,0.5,25.003650301149843,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_83db8b12056f3048,0.0,2,0.5,25.003650301149843,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_f4bde12fbbcfc760,0.0,2,0.5,25.003650301149843,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_9a4ef4f80022426e,0.0,2,0.5,25.003650301149843,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_536c3b6022444727,2.0,1,1.0,25.001825150574923,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_c9ca10def1e9a4b6,2.0,1,1.0,25.001825150574923,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_b0cd7add0c40475c,2.0,1,1.0,25.001825150574923,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_7298d9fbcef06eba,2.0,1,1.0,25.001825150574923,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_65b71c619470d04a,2.0,1,1.0,25.001825150574923,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_7b295bdb8ead2744,2.0,1,1.0,25.001825150574923,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_a5cee12df70eeb39,2.0,1,1.0,25.001825150574923,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_764362f78623e04b,2.0,1,1.0,25.001825150574923,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_1c777c6df629d75c,3.0,1,1.0,24.838781672314056,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_ea288b2a7a1ec6e4,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_c7fd29aaf2abce77,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_ff85cddb7e3ab4a0,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_1ef15203af1b25ee,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_0a26ffc4c604119b,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_d845bc5190351682,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_42f12c4bace1735c,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_ec54056af9777ab4,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_bbeb2bcbdf689955,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_027fbcd0e570b20d,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_4922670aa05be872,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_985e7c5dfd097d71,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_db50a5f26f2933b6,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_af4ab186af7df689,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_a242a4d4cb8987a3,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_190cbc72efec2098,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_cbe7eab0550fa5c1,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_98758e23e88536fd,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_6041ca057452bcbe,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_698c68fc3dcf21f8,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_5a43bf991e733c08,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_96cf0cd538924c67,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_0321705ca9c91a2a,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
content_7f6061dc93f0b330,12.008771929824562,114,0.05263157894736842,24.37028858881114,🔍 LOW VISIBILITY - Build Authority,🟢 P2 - Medium
